,type_cat,Year,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,code,parent_field_code,parent_field_label
1270,1,2020,Basic Science,,"Cell Development, Proliferation and Death",mouse models,skin disease,inflammatory diseases,cell signalling,cell death,60103.0,6.0,BIOLOGICAL SCIENCES
1271,2,2020,Basic Science,,Exercise Physiology,exercise intolerance,ageing population,epigenetics,genetics,biomarkers,110602.0,11.0,MEDICAL AND HEALTH SCIENCES
1272,3,2020,Basic Science,,Medical Bacteriology,antibiotic resistance,bacterial evolution,bacterial infection,genomics,resistance spread,110801.0,11.0,MEDICAL AND HEALTH SCIENCES
1273,1,2020,Clinical Medicine and Science,,Cardiology (incl. Cardiovascular Diseases),prevention,cardiovascular disease,coronary disease,cholesterol,lipid,110201.0,11.0,MEDICAL AND HEALTH SCIENCES
1274,3,2020,Basic Science,,Sensory Systems,visual development,visual pathways,cortex,anatomy,vision,110906.0,11.0,MEDICAL AND HEALTH SCIENCES
1275,2,2020,Public Health,,Epidemiology,maternal health,randomised controlled trial (rct),developing countries,guidelines,premature birth,111706.0,11.0,MEDICAL AND HEALTH SCIENCES
1276,3,2020,Basic Science,,Structural Biology (incl. Macromolecular Modelling),cytokine receptor,signalling,alzheimer disease,crystallography,structural biology,60112.0,6.0,BIOLOGICAL SCIENCES
1277,3,2020,Clinical Medicine and Science,,Cancer Therapy (excl. Chemotherapy and Radiation Therapy),combination therapy,cancer biology,paediatric,cancer prevention,drug discovery,111204.0,11.0,MEDICAL AND HEALTH SCIENCES
1278,1,2020,Basic Science,,Central Nervous System,cognition,learning,obesity,extracellular matrix,plasticity,110903.0,11.0,MEDICAL AND HEALTH SCIENCES
1279,3,2020,Clinical Medicine and Science,,Clinical Sciences not elsewhere classified,low back pain,clinical trial,clinical research,implementation,public health,110399.0,11.0,MEDICAL AND HEALTH SCIENCES
1280,1,2020,Public Health,,Psychology not elsewhere classified,psychopathology,mental health,diagnosis,classification,psychometrics,170199.0,17.0,PSYCHOLOGY AND COGNITIVE SCIENCES
1281,3,2020,Public Health,,Epidemiology,blood-borne communicable diseases,viral hepatitis,human immunodeficiency virus (hiv),prevention,health care delivery,111706.0,11.0,MEDICAL AND HEALTH SCIENCES
1282,3,2020,Basic Science,,Medical Bacteriology,bacteria,genomics,antibiotic use,bioinformatics,microbiology,110801.0,11.0,MEDICAL AND HEALTH SCIENCES
1283,3,2020,Basic Science,,Cardiovascular medicine and Haematology nec,haematology,atherosclerosis,inflammation,stem cells,immune system,,,
1284,3,2020,Basic Science,,Medical Parasitology,diarrhoeal disease,helminth infection,diagnostic methods,drug discovery,gastrointestinal infections,110803.0,11.0,MEDICAL AND HEALTH SCIENCES
1285,3,2020,Clinical Medicine and Science,,Surgery,endometrial cancer,surgery,clinical trial,international comparisons,lymph node,110323.0,11.0,MEDICAL AND HEALTH SCIENCES
1286,3,2020,Basic Science,,Epigenetics (incl. Genome Methylation and Epigenomics),epigenetics,functional genomics,genomics,mouse models,neurodevelopmental disorders,60404.0,6.0,BIOLOGICAL SCIENCES
1287,2,2020,Clinical Medicine and Science,,Paediatrics,microbial ecology,gastrointestinal,cystic fibrosis,autism spectrum disorders,diet,111403.0,11.0,MEDICAL AND HEALTH SCIENCES
1288,1,2020,Basic Science,,Neurogenetics,ataxia,genetic disorders,clinical diagnosis,bioinformatics,genetic analysis,60410.0,6.0,BIOLOGICAL SCIENCES
1289,1,2020,Clinical Medicine and Science,,Gastroenterology and Hepatology,inflammatory bowel disease (ibd),ulcerative colitis,crohn's disease,therapeutics,probiotics,110307.0,11.0,MEDICAL AND HEALTH SCIENCES
1290,2,2020,Clinical Medicine and Science,,Oncology and Carcinogenesis not elsewhere classified,colorectal cancer,epidemiology,risk assessment,early detection,prevention,111299.0,11.0,MEDICAL AND HEALTH SCIENCES
1291,3,2020,Basic Science,,Innate Immunity,macrophage biology,bacterial infection,inflammation,toll-like receptors,histone deacetylase,110707.0,11.0,MEDICAL AND HEALTH SCIENCES
1292,3,2020,Health Services Research,,Public Health and Health Services not elsewhere classified,cancer screening,mammography,population screening,breast cancer diagnosis,cost-effectiveness,111799.0,11.0,MEDICAL AND HEALTH SCIENCES
1293,1,2020,Clinical Medicine and Science,,Medical and Health Sciences not elsewhere classified,knee osteoarthritis,physiotherapy,physical activity,quality of life,behaviour change,119999.0,11.0,MEDICAL AND HEALTH SCIENCES
1294,3,2020,Public Health,,Medical Parasitology,schistosoma,helminth infection,tropical disease,vaccine,school-based intervention,110803.0,11.0,MEDICAL AND HEALTH SCIENCES
1295,3,2020,Basic Science,,Medical Devices,infection control,diagnostic techniques,infection,inflammation,cancer detection,90304.0,9.0,ENGINEERING
1296,3,2020,Basic Science,,"Cell Development, Proliferation and Death",organ growth and development,signal transduction,transcription,drosophila,cancer biology,60103.0,6.0,BIOLOGICAL SCIENCES
1297,3,2020,Basic Science,,Cellular Immunology,memory t-cells,tumour immunology,mouse models,translational research,virus,110704.0,11.0,MEDICAL AND HEALTH SCIENCES
1298,3,2020,Clinical Medicine and Science,,Rheumatology and Arthritis,musculoskeletal disorders,implementation,translation,evidence-based health care,rheumatology,110322.0,11.0,MEDICAL AND HEALTH SCIENCES
1299,3,2020,Clinical Medicine and Science,,Nephrology and Urology,nephrology,kidney disease,consumers,patient safety,collaboration,110312.0,11.0,MEDICAL AND HEALTH SCIENCES
1300,1,2020,Clinical Medicine and Science,,Central Nervous System,premature birth,brain development,magnetic resonance imaging (mri),genomics,cognitive development,110903.0,11.0,MEDICAL AND HEALTH SCIENCES
1301,3,2020,Public Health,,Epidemiology,physical activity,preventive health,lifestyle factors,guidelines,behavioural epidemiology,111706.0,11.0,MEDICAL AND HEALTH SCIENCES
1302,3,2020,Basic Science,,Biochemistry and Cell Biology not elsewhere classified,malaria,malaria therapy,drugs,plasmodium falciparum,parasitology,60199.0,6.0,BIOLOGICAL SCIENCES
1303,3,2020,Basic Science,,Cancer Cell Biology,breast cancer,mammary gland cancer,stem cell biology,developmental biology,mouse models,111201.0,11.0,MEDICAL AND HEALTH SCIENCES
1304,3,2020,Public Health,,Health Promotion,nutrition,population health,policy evaluation,epidemiology,translational research,111712.0,11.0,MEDICAL AND HEALTH SCIENCES
1305,1,2020,Clinical Medicine and Science,,Neurogenetics,muscular dystrophy,myopathy,genetic disorders,rna,sequencing,60410.0,6.0,BIOLOGICAL SCIENCES
1306,2,2020,Clinical Medicine and Science,,Psychiatry (incl. Psychotherapy),schizophrenia,clozapine,obesity,diabetes mellitus,comorbidity,110319.0,11.0,MEDICAL AND HEALTH SCIENCES
1307,1,2020,Clinical Medicine and Science,,Cardiology (incl. Cardiovascular Diseases),ventricular fibrillation,ventricular tachycardia,cardiac arrest,electrophysiology,defibrillation,110201.0,11.0,MEDICAL AND HEALTH SCIENCES
1308,3,2020,Clinical Medicine and Science,,Ophthalmology,age-related,macular degeneration,phenotype-genotype correlation,high risk,immune dysfunction,111301.0,11.0,MEDICAL AND HEALTH SCIENCES
1309,3,2020,Clinical Medicine and Science,,Nephrology and Urology,aboriginal health,clinical research,health services research,kidney disease,kidney failure,110312.0,11.0,MEDICAL AND HEALTH SCIENCES
1310,3,2020,Public Health,,Preventive Medicine,influenza,immunisation,pneumonia,surveillance,epidemiology,111716.0,11.0,MEDICAL AND HEALTH SCIENCES
1311,3,2020,Health Services Research,,Preventive Medicine,cancer control,cancer detection,cancer epidemiology,gynaecological cancers,screening,111716.0,11.0,MEDICAL AND HEALTH SCIENCES
1312,1,2020,Clinical Medicine and Science,,Paediatrics,antibiotics,infectious diseases,staphylococcus aureus,dose individualisation,dose optimisation,111403.0,11.0,MEDICAL AND HEALTH SCIENCES
1313,3,2020,Clinical Medicine and Science,,Endocrinology,diabetes,fetal origins of disease,indigenous australians,implementation,maternal and child health,110306.0,11.0,MEDICAL AND HEALTH SCIENCES
1314,1,2020,Clinical Medicine and Science,,Infectious Diseases,malaria,malaria therapy,public health,treatment evaluation,population health,110309.0,11.0,MEDICAL AND HEALTH SCIENCES
1315,2,2020,Health Services Research,,Health Economics,melanoma,diagnostic imaging,genomics,cost-effectiveness,quality of life,140208.0,14.0,ECONOMICS
1316,1,2020,Public Health,,Aboriginal and Torres Strait Islander Health,aboriginal child,rheumatic heart disease,echocardiography,community participation,health screening,111701.0,11.0,MEDICAL AND HEALTH SCIENCES
1317,1,2020,Public Health,,Preventive Medicine,tobacco control,addiction prevention,addictive behaviours,harm minimisation,behaviour change,111716.0,11.0,MEDICAL AND HEALTH SCIENCES
1318,3,2020,Clinical Medicine and Science,,Rheumatology and Arthritis,osteoarthritis,clinical trial,health services research,rheumatology,biomarkers,110322.0,11.0,MEDICAL AND HEALTH SCIENCES
1319,2,2020,Health Services Research,,Public Health and Health Services not elsewhere classified,chronic pain,evidence-based health care,education,back pain,clinical competence / skills,111799.0,11.0,MEDICAL AND HEALTH SCIENCES
1320,1,2020,Clinical Medicine and Science,,Immunology not elsewhere classified,chronic infection,t cell memory,t cell immunity,t cell immunotherapy,cancer immunotherapy,110799.0,11.0,MEDICAL AND HEALTH SCIENCES
1321,1,2020,Clinical Medicine and Science,,Cancer Diagnosis,biomarkers,melanoma,methylation,translational research,genomics,111202.0,11.0,MEDICAL AND HEALTH SCIENCES
1322,1,2020,Public Health,,Medical and Health Sciences not elsewhere classified,colorectal cancer prevention,bowel cancer screening,modelling,cost-effectiveness,health policy evaluation,119999.0,11.0,MEDICAL AND HEALTH SCIENCES
1323,2,2020,Clinical Medicine and Science,,Haematology,blood transfusion,thrombocytopenia,aplastic anaemia,critical care,haematological malignancy,110202.0,11.0,MEDICAL AND HEALTH SCIENCES
1324,2,2020,Basic Science,,Nanomedicine,drug delivery systems,brain tumours,alzheimer disease,biomaterials,nanotechnology,100709.0,10.0,TECHNOLOGY
1325,3,2020,Clinical Medicine and Science,,Rheumatology and Arthritis,osteoarthritis,clinical trial,phenotype,inflammation,novel therapies,110322.0,11.0,MEDICAL AND HEALTH SCIENCES
1326,2,2020,Basic Science,,Cancer Genetics,colorectal cancer,colorectal cancer prevention,colon cancer mechanisms,hereditary colorectal cancer,genomics,111203.0,11.0,MEDICAL AND HEALTH SCIENCES
1327,1,2020,Basic Science,,"Psychological Methodology, Design and Analysis",brain mapping,functional magnetic resonance imaging (fmri),disease modelling,huntington's disease,alzheimer disease,170110.0,17.0,PSYCHOLOGY AND COGNITIVE SCIENCES
1328,3,2020,Basic Science,,Genetics not elsewhere classified,breast cancer aetiology,breast cancer prevention,gene identification,gene polymorphisms,gene regulation,60499.0,6.0,BIOLOGICAL SCIENCES
1329,1,2020,Clinical Medicine and Science,,Medical Devices,rehabilitation,neurological disability,paediatric,design,orthopaedic,90304.0,9.0,ENGINEERING
1330,3,2020,Clinical Medicine and Science,,Motor Control,pain,musculoskeletal disorders,incontinence,motor rehabilitation,motor control,110603.0,11.0,MEDICAL AND HEALTH SCIENCES
1331,2,2020,Clinical Medicine and Science,,Neurology and Neuromuscular Diseases,neurodegenerative disorders,implementation,treatment strategies,translational research,neurogenetics,110904.0,11.0,MEDICAL AND HEALTH SCIENCES
1332,3,2020,Clinical Medicine and Science,,Medical and Health Sciences not elsewhere classified,diet,nutrition,psychiatry,prevention,treatment,119999.0,11.0,MEDICAL AND HEALTH SCIENCES
1333,3,2020,Clinical Medicine and Science,,Ophthalmology,ophthalmology,macular degeneration,diabetic retinopathy,outcomes research,randomised controlled trial (rct),111301.0,11.0,MEDICAL AND HEALTH SCIENCES
1334,3,2020,Basic Science,,Signal Transduction,inflammation,inflammatory cytokines,inflammatory diseases,cancer,ubiquitin,60111.0,6.0,BIOLOGICAL SCIENCES
1335,2,2020,Public Health,,Community Child Health,aboriginal child,fetal alcohol syndrome,health services research,mental health,school-based intervention,111704.0,11.0,MEDICAL AND HEALTH SCIENCES
1336,3,2020,Public Health,,Preventive Medicine,colorectal cancer prevention,screening,participation,randomised controlled trial (rct),behavioural science,111716.0,11.0,MEDICAL AND HEALTH SCIENCES
1337,2,2020,Clinical Medicine and Science,,Public Health and Health Services not elsewhere classified,tuberculosis,resistance spread,modelling,statistics,pharmacokinetics,111799.0,11.0,MEDICAL AND HEALTH SCIENCES
1338,1,2020,Clinical Medicine and Science,,Reproduction,adjuvant,in vitro fertilisation (ivf),health policy,evidence-based clinical practice,fertility,111404.0,11.0,MEDICAL AND HEALTH SCIENCES
1339,1,2020,Basic Science,,Medical Bacteriology,enteric bacteria,antimicrobial resistance,genomics,evolution,outbreak,110801.0,11.0,MEDICAL AND HEALTH SCIENCES
1340,1,2020,Basic Science,,Structural Biology (incl. Macromolecular Modelling),g protein-coupled receptors,structural biology,electron microscopy,crystallography,pharmacology,60112.0,6.0,BIOLOGICAL SCIENCES
1341,3,2020,Basic Science,,Neurogenetics,genetics,statistical genetics,neurological disorders,retinal disease,bioinformatics,60410.0,6.0,BIOLOGICAL SCIENCES
1342,1,2020,Public Health,,Aged Health Care,stroke,blood pressure,hypertension,sex differences,nursing,111702.0,11.0,MEDICAL AND HEALTH SCIENCES
1343,3,2020,Public Health,,Mental Health,mental health,addiction prevention,prevention,depression,early intervention,111714.0,11.0,MEDICAL AND HEALTH SCIENCES
1344,3,2020,Clinical Medicine and Science,,Solid Tumours,breast cancer,breast cancer prevention,risk management,treatment outcomes,ovarian function,111209.0,11.0,MEDICAL AND HEALTH SCIENCES
1345,3,2020,Clinical Medicine and Science,,Medical Molecular Engineering of Nucleic Acids and Proteins,natural killer cells,cancer immunology,drug discovery,cytokines,cancer immunotherapy,100403.0,10.0,TECHNOLOGY
1346,3,2020,Health Services Research,,Primary Health Care,primary care,cancer detection,risk prediction,implementation,health services research,111717.0,11.0,MEDICAL AND HEALTH SCIENCES
1347,3,2020,Clinical Medicine and Science,,Endocrinology,osteoporosis,bone mineral density,genetics,risk prediction,epidemiology,110306.0,11.0,MEDICAL AND HEALTH SCIENCES
1348,3,2020,Public Health,,Cardiology (incl. Cardiovascular Diseases),cardiovascular disease prevention,preventive medicine,population health,health behaviours,health services,110201.0,11.0,MEDICAL AND HEALTH SCIENCES
1349,1,2020,Public Health,,Preventive Medicine,physical activity,behaviour change,postnatal,mental health promotion,maternal health,111716.0,11.0,MEDICAL AND HEALTH SCIENCES
1350,1,2020,Health Services Research,,Health and Community Services,dementia care,hospitalisation,community care,patient outcomes,patient satisfaction,111708.0,11.0,MEDICAL AND HEALTH SCIENCES
1351,1,2020,Clinical Medicine and Science,,Gastroenterology and Hepatology,crohn's disease,inflammatory bowel disease (ibd),microbial pathogenesis,treatment efficacy,drug treatment,110307.0,11.0,MEDICAL AND HEALTH SCIENCES
